x,y
455.273103727162,-368.892142934348
426.791658897507,-368.616473553289
363.731082114518,-342.787645337025
419.867482935603,-389.262969170422
481.053850293815,-394.909545652206
434.320378388567,-264.096229819477
478.002999230834,-237.134685973414
359.68904190151,-309.624126504328
62.1649976380318,-472.849304416747
98.4261159378247,-456.852191756959
136.21984279983,-474.227164587402
103.161244563718,-481.584528968504
163.085576421858,-438.187392093896
99.6020883319393,-427.667781681755
124.982714929516,-423.489599407211
115.340089389055,-441.682059500723
87.9966069397504,-409.800328596135
125.836016173011,-384.588008262489
99.5195343339567,-541.481280147315
152.583365949434,-454.324535756526
79.9757057973461,-476.691638759321
39.1419764647195,-504.571341246833
228.01499650842,-302.158836076303
112.253466329959,-314.016297254401
258.816033080947,-339.170641070806
332.544423134587,-321.182202139463
396.266505569454,-119.724078490362
363.243264791565,-160.454769596167
220.2620206137,-317.859159119
198.465218214709,-381.114283951397
404.347330365196,-308.723831284965
426.134405705751,-346.158537060289
398.044760533157,-291.246276238395
353.283930881842,-398.777725360274
390.641310573652,-336.289548278736
365.141773082344,-289.975523627776
184.849414513661,-627.377748161885
182.18726734006,-565.781183684172
226.424853872054,-607.831268579447
104.271281138725,-205.865452014544
65.0872001913592,-154.176138058766
105.919679198305,-278.942126334195
150.315195974359,-282.104008762396
110.291301023513,-255.108668681527
140.472757486802,-181.001359904141
88.2067976611811,-196.461886890722
116.216697788073,-235.444560548674
163.840265989424,-564.008587164087
227.488795375831,-431.638778804062
130.087996784768,-620.31249621128
158.922239595078,-624.595547127684
282.993766559138,-178.438515275785
305.355449685101,-146.315466623196
285.811804728069,-254.548837777152
302.962339259881,-234.677043462561
231.312568475177,-165.146875614567
271.054151053392,-230.626940944788
266.120977867653,-193.124198169665
437.355157020992,-388.714431542888
491.506715833212,-410.873859998158
318.684646909458,-368.234401102365
511.307773827899,-402.438777195413
358.242713200047,-364.665615644363
322.494355886696,-220.723354719453
335.063555605444,-267.503121483509
251.116097041628,-250.728722194757
314.214608604592,-608.131963344809
276.544211816976,-507.533593711346
340.103530997593,-679.73374977378
417.581651140262,-290.315371182386
254.541171925729,-200.989837502243
194.98701930009,-217.93898425691
213.088502290024,-264.60169691598
351.998348670495,-207.705114887728
536.707863154138,-322.183811325424
595.810440194241,-319.68672000214
452.77106928276,-331.098604511781
14.9590911379013,-626.735192427283
44.7294379670214,-589.466561515405
417.163326960645,-485.222216939957
368.881568485074,-450.988664156406
206.755641518597,-449.474371216344
186.318965022608,-440.748967995927
134.226318535192,-403.178769869133
196.872372407565,-404.702360271024
152.78852985358,-402.574059723996
172.103472441848,-400.357501465807
236.549834253849,-376.295512373031
294.576128205799,-425.717959781054
113.209889547609,-408.562934651679
139.572326745131,-435.34595182882
133.084699110673,-455.58370227363
153.383723357032,-421.509198156181
160.576588006814,-475.163842147692
115.295182741668,-464.840782120129
102.823928080431,-391.521011201217
125.333407576371,-489.005184594857
175.479737146714,-458.904883194306
152.238655233518,-493.774704823406
178.162651936831,-422.800861354481
324.790212342264,-427.931755103576
204.775591279631,-590.616251981405
207.831202450147,-525.500984899661
86.1716424810543,-495.540319419446
215.174782732218,-400.215789443054
209.772225534824,-350.97171979717
241.65019567507,-281.407179477108
234.124122946396,-480.733542725128
289.559042767325,-230.742519660151
86.3298103123281,-354.585114102052
56.2864630184666,-424.564725824267
201.587503352108,-470.899980090088
253.671190478953,-454.488887145231
169.862435224302,-512.401640953862
124.540511061298,-297.451631585031
201.67573858791,-553.287111738994
108.108844588825,-347.413104623043
221.068399494791,-465.767787605734
310.802344236398,-578.55532379217
284.654570727497,-527.299103869239
154.773296789024,-150.26696908243
87.1043268846381,-157.776264021621
219.622370512066,-205.067918424443
223.818108735319,-420.020133025417
64.7989457345902,-360.775735030246
285.964910128168,-484.037170930178
296.775534800044,-401.771902516698
533.602022755952,-359.129220559663
491.889999940517,-316.40384812432
330.420245501405,-377.949980756909
329.586761645777,-355.732367212162
305.721361864077,-339.258367426921
293.675643192707,-350.534467406502
262.378625520734,-391.249730538649
400.973982311885,-380.081705178433
307.82420587584,-379.720346590401
400.962523173892,-579.604659766041
427.984121669747,-619.087971070769
372.016493789708,-582.088218106702
358.146459068376,-518.661169190505
344.724221834946,-538.230302644474
382.686932560483,-569.509573793451
392.711881341113,-536.777868372786
357.173793527117,-558.134221309798
220.23706295968,-550.110981257352
-300,0
-280,0
166.641946921925,-362.400277227905
86.5498164461224,-377.484838797694
175.87897245012,-380.560041037013
151.547829052816,-381.80839892083
129.707537490906,-342.753077789152
109.231430395901,-369.317037278617
185.254997492513,-364.450437790796
148.539214623836,-361.573503348956
55.740660082747,-533.214033628279
241.179132764412,-234.269031556781
291.532270386681,-272.657575691235
206.904328002455,-171.610877437235
216.825558380426,-123.791152888067
226.399689688938,-248.52837108311
225.379275539027,-223.083465807751
339.708654622341,-402.994416661616
387.302819251758,-384.553035956214
385.508937171008,-409.993932712902
364.751494446692,-385.491816124272
405.113008480214,-435.799651137153
483.707439785422,-355.411309055141
461.917075884472,-305.556340186937
498.261595517035,-226.250249711537
450.215656360132,-247.828316517156
355.806953104474,-172.054603651052
329.253148498892,-176.3732538669
546.907183890708,-542.140526926149
504.33435734588,-498.608404262613
543.889393281142,-507.351770850707
564.06765068197,-525.879883417891
589.945392925792,-532.332072326982
95.7048124029178,-237.376877900536
75.4768193609052,-257.557199796785
137.66965089965,-261.166651491345
31.96968323403,-210.969578385331
42.100374455517,-201.643707134615
130.285122515836,-243.401805646526
127.436874967322,-275.522623915749
156.388949829141,-307.220610743529
115.320709123853,-185.712236701596
81.2015121715556,-274.337219400506
159.449542960522,-256.483577250703
45.708821937497,-246.031372771123
135.810386599574,-224.262994087806
79.987792331515,-223.398570412614
242.938743956921,-522.151511923503
223.976039961227,-585.888707338804
328.463643529854,-484.849637895243
268.43665913246,-563.52973753385
243.371195988583,-542.661933344981
245.821628297616,-572.534407652969
203.888233249353,-500.150039734649
246.592462947841,-660.187898551935
72.008788022061,-241.732689358239
89.3942059570607,-173.779439248425
66.9691301031181,-195.132341330095
338.083269482153,-438.550898311746
409.727513568871,-369.463186163127
182.337538051402,-341.385758928497
403.22582649694,-396.399516720275
248.321142098619,-466.59391311094
338.126933116869,-301.252553644553
348.777538657233,-286.332203649068
383.844371217034,-322.469472721648
344.681118820278,-387.336743960137
350.867499938965,-330.476837530734
314.65056200228,-353.789823420385
185.390371862562,-174.757276486998
209.432110475496,-236.209362855407
372.111228855334,-436.572600469192
504.988672628801,-344.017396682523
405.579163134287,-347.175233589757
301.506532814998,-281.481416943537
258.935689207618,-310.509736620221
322.93284033113,-295.96216380269
391.095803020958,-267.909478842079
384.543607469721,-242.170514901667
347.765206653904,-187.03682969241
282.122244797968,-457.865593425774
-260,0
-240,0
315.097979441535,-92.4888369168979
134.897285680375,-140.664797315054
149.273626833246,-203.369171404342
45.1372023375232,-350.71612087178
282.879197434823,-323.401787894448
247.190673636295,-328.785025295001
159.205128917204,-340.170936610488
74.8611449388087,-431.116592144728
129.325329815897,-361.16996058725
190.89219076134,-299.888101131873
125.245330260467,-325.368754928317
309.815802964787,-269.418084486071
227.669009306713,-343.81490651746
151.199684778242,-236.858488726555
325.803376128089,-253.545712916827
168.184958041991,-237.888840521571
276.965209447695,-283.675797619311
189.476924881698,-590.222180598253
305.208980356687,-214.761863959752
309.796326394922,-315.795020307585
311.380112779046,-250.916883698152
302.66928376519,-171.255362508121
231.853672368164,-199.556908843236
338.720904405827,-155.845791154141
325.703940639089,-149.202774938616
352.533035286456,-268.503062993265
273.952261282619,-302.972842833821
363.179478043053,-223.23950697267
254.417610203369,-231.231693833829
278.629525366338,-212.406359856791
309.801486051055,-300.083151040836
223.266374722349,-106.088263574546
190.540225921246,-236.997266881843
189.247247151729,-159.333973746276
360.901300007422,-132.946671832475
225.159862640683,-184.372616183698
290.883652334499,-294.556121040991
204.881150502951,-327.494397049437
243.83567687199,-186.6627135062
269.002152191797,-166.214199171041
214.776172900946,-192.454723869862
301.849047993591,-363.95359153397
247.948174749296,-165.096988986895
290.702021970533,-163.863493630563
280.599593271208,-135.868420250693
248.897660633495,-144.493634097361
254.507091813544,-183.688411034447
230.628092752395,-266.652642586615
291.927880292582,-202.528026932029
557.20492118028,-414.322805968298
456.741325086234,-420.802778282566
206.609149984562,-427.121278503937
281.185411721204,-410.332777475308
210.034687303024,-214.015615462559
248.70502400293,-263.665047577923
399.181551072503,-484.459390146482
351.832566088992,-451.285861402511
498.63554579869,-383.491016731571
576.835453008169,-391.218272159437
132.8793215764,-569.481092888593
-43.0614987092503,-333.272271007305
13.8702828450758,-344.204167274904
394.210220851137,-443.09370625163
415.05933160994,-425.175737360763
366.932254707496,-417.520297222384
286.698614554713,-444.482486245332
300.715626774979,-452.755651952086
261.077510287727,-435.170030986711
277.08426214201,-473.590983226876
241.7223792121,-500.713265442491
295.676981332034,-466.883326788297
332.857868458983,-512.259815767821
307.991409598154,-437.336759225344
313.474639788847,-458.892526819726
461.329630453839,-11.3819887526434
462.650540887034,-54.430722318503
506.785267154995,-297.929786611386
419.020302161917,-322.133133339637
373.579763818137,-366.109287873744
472.955213958762,-291.291165394194
254.90704382157,-276.930540919987
262.033433500802,-214.551101048032
228.74499792868,-514.593004865999
183.818497301607,-487.501821731155
377.079579487757,-521.587038333702
423.871023964592,-305.429732166479
181.381875019001,-277.921353452858
209.038646700327,-297.020018068951
170.94467213783,-289.286882761059
276.355801432691,-156.456118284018
61.5824624634674,-112.08809795104
443.577455825279,-292.804006716795
464.632990199857,-269.898746179252
325.964709354661,-209.824916054969
373.274250765625,-200.116962151916
310.401488888631,-419.692125286757
232.426822251586,-325.220571415934
431.429638047737,-401.711599196593
378.02029323568,-349.045759886311
441.299175675272,-358.293019571777
435.401994174583,-328.186766589727
344.200517393119,-361.184867080814
393.066205244091,-360.35715994185
186.981623203552,-265.979638961998
373.910451930947,-496.819179007828
421.595192960014,-412.791442829933
397.581749371212,-145.551628326032
422.853275505761,-137.553408447497
441.195526433648,-177.867310071606
409.832402560789,-165.540832328922
449.718363170598,-102.905785618902
129.060291403481,-198.620457382631
94.0392789211314,-253.891898765061
426.859207822136,-232.746402642959
511.634809702633,-246.133177345069
83.2122856518978,-447.232388932788
496.924553585283,-159.891786764733
461.208887539111,-188.740504918755
175.958090458975,-257.031613932935
174.85711804599,-204.878573275061
-220,0
-200,0
311.486735067287,-403.891665405926
328.780910246515,-394.131488240175
353.033004022881,-430.399198035929
328.622768981837,-411.108749392992
294.059395838096,-385.038940358026
-180,0
-160,0
-140,0
247.746631233007,-615.974697609808
197.910808178803,-614.546077767907
230.577414436582,-448.321246902896
261.250704286474,-515.584765399158
171.863248652755,-585.395377952665
259.908157704366,-597.033300737813
268.967220696415,-586.52111621971
513.847256171788,-188.387704357448
290.580967447579,-309.550270265511
318.754927976521,-235.940470046181
337.945187402489,-340.842121861629
337.087238303543,-280.257459443386
276.458091872778,-339.382382143844
320.476598086239,-326.789393994092
128.349389930732,-159.91192551191
621.449804890723,-386.154938517788
601.005673516096,-270.728725360748
519.633945311281,-273.830269427826
504.111365621826,-268.716981733423
30.2703976086057,-140.254102407301
65.7220477906933,-179.907335759386
268.1572989012,-350.814361314108
243.081779503461,-311.99993209988
271.432303634082,-446.283700768368
280.317766066559,-433.156585317919
247.440508778714,-298.313289764878
324.793243289573,-445.228838590653
294.124781910728,-412.639513192159
198.088593735283,-281.913354999907
247.914919353925,-412.700672343196
283.845586034844,-369.745180056745
140.462304455441,-325.119445064629
317.274212635722,-387.129564953383
341.533225515181,-421.515458801414
279.12995296958,-354.32038891961
265.363089370629,-322.280267963553
281.016882530713,-422.19630465618
417.073614881597,-453.933142921515
494.400173540986,-470.691146552737
456.529617586138,-438.096455029866
539.038382588434,-478.931515732122
439.395751483779,-480.504010831474
437.963170636488,-459.881179828621
515.033286676223,10.7964492041704
500.663287997446,-30.8776979133073
483.046908950513,-4.5865795592613
582.630619517448,-24.7111217328472
553.952035779753,-55.545383269135
264.539165399916,-531.02187121851
79.3797679557755,-393.399335467935
170.287503192559,-320.362490677294
-300,-20
-280,-20
307.666518226849,-528.688637645367
292.958038881046,-126.048252714361
619.375902331489,-405.592790511915
381.902458035055,-287.515877286996
-240,-20
-220,-20
-200,-20
658.597749150514,-254.614002996636
644.120898626318,-277.375494883969
634.195574441158,-242.850491941112
571.511419766115,-498.831183215471
335.01014517771,-118.476229735909
95.8419709845412,-299.403613474606
62.8122963694999,-401.918434114046
638.947586440758,-320.084332109537
539.390991848973,-77.2549496875794
502.940668400646,-66.5943420665885
498.003342900303,-95.9988898537302
536.450302916476,-47.666192658991
514.958929202126,-49.4933115101622
-180,-20
-160,-20
-140,-20
-300,-40
97.5859769530247,-324.99889659925
319.039447446177,-514.020846165882
469.779133334853,-352.898356313243
610.685627323572,-147.271426738403
573.423857267764,-167.037228959561
402.8324440748,-226.717992613188
389.142151740154,-206.667635259871
369.45162640805,-253.203965209541
363.740097271643,-717.31161046351
51.9400419842983,-379.7027513302
440.312808543538,-374.667768808674
-3.57201757435691,-218.078195108533
63.009803290402,-307.199438805667
217.765720169318,-571.14618173997
265.595161107355,-460.652700180741
269.889185539763,-418.869221679291
-280,-40
-260,-40
192.693958500563,-195.586074205065
225.293947797211,-642.80044766825
232.996657843934,-672.637001480537
194.761642656947,-647.675321127647
-240,-40
-220,-40
378.838034117255,-54.1519622849294
374.764576397867,-109.470970445496
341.324112353445,-373.350722681112
109.782912387191,-503.786903870527
90.5516451332662,-530.204663190845
529.754576532636,-285.468481351264
421.376351494825,-67.7578741282475
436.972571812824,-560.533679907839
388.94384524555,-552.200886444089
416.342407318308,-538.380901806712
419.992997246957,-524.578803507724
541.142583318263,-104.489679345558
530.459133374913,-89.8377753346417
-7.40262066758868,-346.226500791165
15.5127659441393,-379.121388412497
16.6318588018147,-361.905398126855
78.6708249431729,-318.974902244511
-2.45933510763094,-369.694722459751
52.0378740048898,-336.233890291264
-200,-40
-180,-40
-160,-40
266.245436349702,-262.341805139423
471.450687461212,-378.347683172757
400.084565250299,-463.466325357667
373.016429261954,-472.476211937834
266.646918736387,-247.95474164134
487.519202221475,-213.311821305869
450.157170524593,-401.221515013897
546.180140576863,-158.117050706626
284.160606172417,-80.4600141076485
-140,-40
352.962866875745,-242.597438556575
348.122506948065,-256.154172983806
346.151875702409,-488.073327975413
383.900101730977,-68.0656307165319
326.333780662041,-280.75267868441
321.857280495676,-337.48659449248
51.123962486902,-229.57525024802
476.724219518693,-457.4495963555
429.127047367396,-434.737870089691
-300,-60
-280,-60
396.279039636615,-59.5635882820803
402.972554000127,-74.7282910960054
364.83174826586,-62.019684908224
522.88239701876,-346.472718097558
-260,-20
318.882997393719,-165.196275060782
31.5143962830487,-340.86987969682
277.67471394895,-99.9493977704377
333.668585378481,-462.892556341767
476.852049544748,-492.624764044657
318.733792512646,-193.612229908827
298.755784565078,-185.416139975829
243.90688312623,-218.970034333329
421.606826083493,-278.278388674217
409.204523415256,-276.9238137032
310.612895307087,-286.881750743196
484.591277819005,-552.397840332744
434.399754247394,-510.754409963555
519.061686786215,-581.790484396712
353.537612880976,-411.632234177706
397.354860430326,-501.451807933244
332.768832692518,-232.558477922563
478.606066345899,-604.808339940542
263.794672433302,-150.894981926876
250.884131581249,-637.954626357002
244.82291157434,-598.364939003929
233.316630449711,-563.613292283626
260.391505002034,-497.574320508105
556.346787864739,-343.534290664872
224.974183469212,-282.176126728202
187.740243930967,-546.412207021561
113.570992327948,-159.977903489349
-260,-60
-240,-60
509.153950848806,-635.896527126886
478.068451022132,-433.268630108426
326.197429199763,-308.083562358552
478.326925231839,-324.725786587399
450.712475547216,-347.334214123908
-220,-60
-200,-60
245.926990122563,-89.1243776834677
348.439185193919,-123.733792239947
-180,-60
-160,-60
144.911687363722,-576.419281662429
216.686324285845,-664.102721929004
348.408731369801,-599.718840730453
329.443272631316,-547.224941426892
141.48978918498,-511.532532100447
40.5318801722557,-285.752983923291
373.761797686281,-274.070454948154
15.2464293328145,-320.842906687532
95.8288159459572,-129.995922304735
443.114919421416,-533.88686866335
-140,-60
-300,-80
465.531240710262,-406.134162344563
348.425526846174,-349.092460534263
344.732180892491,-723.910109250374
409.527458046381,-261.524143618074
402.144925702498,-248.534476772168
-280,-80
-260,-80
247.206599597923,-433.803119665837
354.046009084892,-472.22593215512
8.79501391377188,-396.512667227916
349.550206302137,-230.962223579301
-240,-80
-220,-80
339.264288204346,-219.0112434179
